id,edad,precio,cantidad,categoria,genero,descuento,satisfaccion,comprado,fecha_compra,metodo_pago,ubicacion_tienda,tiempo_entrega,cliente_recurrente,valoracion_producto
630,84.0,160.11,3.0,Libros,Masculino,14.3,3.4,False,2024-04-21,Criptomoneda,Madrid,23.0,True,1.8
36,35.0,133.78,10.0,Juguetes,No binario,46.7,1.1,True,2023-12-29,Efectivo,Barcelona,12.0,False,3.9
674,35.0,340.52,2.0,Libros,Femenino,,1.3,True,2023-09-13,PayPal,Zaragoza,13.0,True,1.7
650,,352.76,4.0,Deportes,Prefiero no decir,36.5,0.5,False,2023-11-07,Criptomoneda,,28.0,False,3.6
781,47.0,42.74,5.0,Belleza,Femenino,7.5,4.1,True,2024-03-03,Contra reembolso,Valencia,2.0,True,3.1
616,51.0,258.01,8.0,,No binario,35.3,1.4,False,2022-05-31,Efectivo,Las Palmas,10.0,True,4.9
1130,47.0,111.13,10.0,Jardín,,17.3,4.4,True,2023-02-26,Efectivo,Bilbao,10.0,True,3.5
70,58.0,274.99,8.0,Belleza,Masculino,15.0,6.3,True,2023-01-03,Criptomoneda,Madrid,18.0,True,4.8
1096,40.0,341.66,8.0,Electrónica,Femenino,28.9,2.0,True,2023-06-14,Contra reembolso,Madrid,9.0,False,2.7
581,56.0,205.53,2.0,Deportes,No binario,36.1,1.1,True,2022-07-11,Tarjeta de crédito,Barcelona,17.0,False,2.8
787,21.0,26.73,7.0,Belleza,Masculino,19.4,5.7,True,2022-05-02,Tarjeta de débito,Valencia,12.0,True,2.8
167,73.0,2.58,8.0,Hogar,No binario,22.6,6.0,True,2022-11-22,Transferencia,Palma,4.0,True,3.1
139,,441.55,3.0,Deportes,Femenino,36.8,7.8,True,,Criptomoneda,Palma,12.0,,3.5
737,64.0,37.89,3.0,Electrónica,Masculino,2.9,4.8,False,2023-08-15,Efectivo,Zaragoza,78.0,True,5.0
526,,463.56,10.0,Belleza,No binario,39.8,7.9,False,2022-07-31,Transferencia,Zaragoza,15.0,False,2.2
546,83.0,418.27,4.0,Alimentos,Femenino,6.9,0.9,True,2023-07-12,Tarjeta de crédito,Palma,11.0,False,3.5
1135,10.0,367.7,,Libros,No binario,0.8,9.8,True,,Criptomoneda,Zaragoza,13.0,True,2.9
142,41.0,11.24,4.0,Jardín,Prefiero no decir,33.5,1.0,False,2023-08-22,PayPal,Madrid,16.0,True,3.6
153,73.0,356.57,4.0,Hogar,Prefiero no decir,0.8,3.4,False,2022-02-22,PayPal,Murcia,21.0,,1.3
541,63.0,340.03,88.0,Hogar,Prefiero no decir,38.7,0.5,True,2024-04-29,Criptomoneda,Málaga,21.0,True,1.2
842,44.0,332.9,6.0,Belleza,No binario,12.2,4.7,True,2022-01-11,Contra reembolso,Sevilla,,False,3.9
416,41.0,304.86,3.0,Ropa,Femenino,48.2,6.9,False,2024-04-07,Tarjeta de débito,Valencia,1.0,True,3.4
18,39.0,389.47,1.0,,No binario,4.1,0.4,False,2022-05-16,Tarjeta de crédito,Las Palmas,29.0,False,2.9
344,75.0,344.86,7.0,Belleza,Prefiero no decir,39.0,,True,2022-05-25,Transferencia,Zaragoza,23.0,False,3.6
363,65.0,308.22,7.0,Alimentos,No binario,19.5,,True,2023-06-09,Efectivo,Palma,12.0,False,4.4
1150,62.0,38.89,2.0,Hogar,No binario,3.8,5.8,False,2024-01-25,Criptomoneda,Zaragoza,15.0,False,4.9
448,75.0,173.49,10.0,Hogar,Femenino,21.3,9.3,True,2022-10-15,Criptomoneda,Las Palmas,5.0,True,3.6
824,83.0,85.54,4.0,Alimentos,No binario,15.2,4.1,True,2023-09-16,Transferencia,Bilbao,2.0,True,2.2
219,58.0,149.65,6.0,Belleza,Masculino,45.9,5.9,True,2022-01-26,Tarjeta de débito,Barcelona,19.0,True,
137,26.0,319.16,3.0,Alimentos,Prefiero no decir,46.7,0.7,True,2022-10-13,Tarjeta de débito,Valencia,7.0,False,1.1
998,47.0,254.87,10.0,Hogar,Femenino,16.4,3.3,False,2022-02-13,Tarjeta de crédito,Barcelona,22.0,False,2.3
302,32.0,143.94,1.0,Jardín,Prefiero no decir,28.6,2.5,True,,Tarjeta de débito,Barcelona,20.0,False,3.5
915,37.0,263.64,,Deportes,Prefiero no decir,16.6,6.9,,2023-08-12,Efectivo,Málaga,,False,1.5
1118,56.0,9.48,10.0,Jardín,No binario,8.0,2.3,,2023-04-06,Efectivo,Málaga,,False,4.2
580,51.0,464.97,4.0,Belleza,No binario,3.1,1.9,False,2022-06-03,Transferencia,Valencia,4.0,True,2.3
407,46.0,81.46,4.0,Deportes,Masculino,,0.8,False,2023-09-24,Criptomoneda,Madrid,29.0,False,3.1
206,37.0,226.29,6.0,Ropa,No binario,16.4,1.0,True,2023-09-29,Transferencia,Barcelona,28.0,False,3.3
582,43.0,453.52,8.0,Mascotas,Femenino,,7.2,False,2022-06-11,Tarjeta de débito,Valencia,17.0,True,
300,33.0,,8.0,Belleza,No binario,0.5,,True,2024-02-03,Criptomoneda,Barcelona,,True,2.7
492,79.0,439.16,7.0,Hogar,No binario,25.2,2.7,True,2023-01-08,Transferencia,Las Palmas,14.0,False,1.2
717,41.0,4538.73,6.0,Belleza,No binario,30.8,6.0,True,2023-08-13,Criptomoneda,Valencia,20.0,True,1.3
69,77.0,,4.0,Deportes,Masculino,35.1,6.2,True,2022-02-03,PayPal,Murcia,26.0,True,4.4
156,19.0,411.71,3.0,Deportes,Prefiero no decir,45.1,7.6,True,2023-09-23,Criptomoneda,Palma,27.0,False,1.8
73,62.0,404.17,4.0,Jardín,Masculino,42.9,0.8,True,2022-04-15,Tarjeta de crédito,Valencia,28.0,False,2.3
116,30.0,161.8,7.0,Alimentos,Femenino,,7.6,True,2023-08-26,Tarjeta de débito,Sevilla,11.0,True,2.7
707,21.0,340.38,6.0,Alimentos,Femenino,,6.4,True,2023-05-09,Transferencia,Sevilla,19.0,False,4.2
483,84.0,455.18,8.0,Deportes,Masculino,15.6,5.7,True,2023-08-27,PayPal,Bilbao,17.0,True,1.2
832,73.0,118.2,6.0,,Femenino,12.2,8.1,True,2022-10-21,Transferencia,Barcelona,7.0,False,1.8
90,50.0,387.15,9.0,Ropa,No binario,33.6,6.2,False,2023-12-11,PayPal,Zaragoza,5.0,False,2.0
1133,35.0,35.95,2.0,Belleza,Femenino,33.8,8.7,False,2023-11-27,Criptomoneda,Las Palmas,14.0,False,1.3
459,30.0,33.54,,Hogar,Masculino,4.7,4.9,False,2022-01-20,Efectivo,Las Palmas,13.0,True,3.9
811,81.0,397.33,6.0,Jardín,Masculino,14.9,3.8,True,,Tarjeta de crédito,Sevilla,12.0,False,2.3
665,45.0,384.95,3.0,Adimentos,Prefiero no decir,48.5,6.7,True,2022-04-22,Criptomoneda,Sevilla,8.0,False,1.0
191,48.0,156.13,4.0,Ropa,Masculino,26.4,0.5,False,2023-09-26,Transferencia,Valencia,27.0,False,2.9
914,66.0,211.2,9.0,Belleza,Femenino,20.5,1.4,True,2024-03-23,Criptomoneda,Zaragoza,7.0,True,1.5
816,53.0,488.77,6.0,Jardín,,20.8,2.8,True,2023-09-07,Tarjeta de débito,Valencia,22.0,False,1.8
672,20.0,440.68,3.0,Mascotas,Prefiero no decir,12.0,0.1,True,2024-04-26,Transferencia,Málaga,1.0,True,1.6
790,57.0,108.55,59.0,Jardín,Prefiero no decir,3.6,1.8,True,2023-04-03,PayPal,Las Palmas,28.0,False,2.1
515,32.0,104.23,8.0,Alimentos,Prefiero no decir,32.4,9.4,False,2022-02-11,PayPal,Málaga,12.0,True,4.0
375,,290.71,10.0,Ropa,No binario,,8.9,True,2023-08-04,Contra reembolso,Murcia,1.0,False,2.8
618,13.0,141.7,4.0,Belleza,Masculino,19.4,5.8,True,2022-06-20,Criptomoneda,Murcia,12.0,False,2.6
495,73.0,234.02,1.0,Electrónica,No binario,30.8,9.5,True,2023-11-10,Contra reembolso,Málaga,20.0,False,3.3
315,69.0,466.22,5.0,Ropa,No binario,5.0,0.8,True,2024-02-23,Transferencia,Murcia,14.0,,3.1
1194,52.0,128.73,5.0,Electrónica,Femenino,26.1,0.6,True,2022-05-09,Tarjeta de débito,Málaga,14.0,True,3.8
1154,35.0,271.47,6.0,Juguetes,No binario,0.5,0.0,True,2023-09-21,Transferencia,Las Palmas,30.0,True,2.9
867,57.0,114.32,4.0,Libros,No binario,32.0,2.1,False,2024-03-09,Transferencia,Sevilla,9.0,False,2.3
87,24.0,123.2,7.0,Belleza,Prefiero no decir,,5.0,True,2024-03-28,Efectivo,Sevilla,8.0,False,3.8
1172,63.0,15.85,10.0,Mascotas,Prefiero no decir,39.8,0.4,False,2022-08-22,PayPal,Madrid,13.0,True,
1180,80.0,207.79,1.0,Jardín,Masculino,44.4,1.0,True,2023-10-23,Transferencia,,27.0,False,2.5
218,78.0,429.88,9.0,Electrónica,Prefiero no decir,47.3,6.4,True,2022-10-17,Efectivo,Palma,24.0,True,4.7
343,18.0,303.88,9.0,Ropa,Prefiero no decir,0.8,1.2,True,2023-07-23,PayPal,Palma,29.0,True,1.1
290,41.0,40.11,5.0,Electrónica,Masculino,22.5,1.5,False,2023-02-03,Tarjeta de débito,Las Palmas,11.0,False,1.5
528,25.0,241.04,,Ropa,Prefiero no decir,48.0,9.1,False,,Transferencia,Madrid,10.0,True,1.8
634,78.0,455.42,2.0,Alimentos,Prefiero no decir,46.2,0.9,,2023-04-05,Transferencia,Valencia,2.0,False,3.6
309,80.0,58.47,10.0,Juguetes,No binario,12.1,6.2,False,,Tarjeta de crédito,,9.0,True,4.9
545,42.0,370.25,,Jardín,,44.4,,True,2023-08-16,,Sevilla,11.0,False,2.2
204,65.0,282.42,,Ropa,Masculino,14.9,6.6,True,2023-10-20,Efectivo,Málaga,17.0,False,2.3
964,49.0,241.59,9.0,Ropa,Prefiero no decir,29.3,0.5,,2022-11-18,PayPal,,10.0,False,3.1
1071,29.0,152.16,7.0,,No binario,7.4,3.1,False,2023-08-13,Criptomoneda,Las Palmas,5.0,True,1.4
896,24.0,470.69,3.0,Ropa,Prefiero no decir,40.3,2.6,True,2023-08-12,Tarjeta de débito,,19.0,False,1.1
57,35.0,38.5,10.0,Alimentos,No binario,20.3,5.3,True,2022-06-14,PayPal,Barcelona,6.0,False,2.6
675,55.0,305.84,35.0,Hogar,Masculino,15.9,4.5,True,2022-04-09,Transferencia,Murcia,14.0,False,2.7
370,,75.36,3.0,Juguetes,Femenino,8.5,8.4,True,2022-07-18,PayPal,Valencia,27.0,False,3.2
280,34.0,258.62,7.0,Ropa,Prefiero no decir,10.1,6.8,True,2022-08-22,PayPal,Málaga,4.0,True,2.8
1018,42.0,11.02,7.0,Mascotas,Masculino,37.8,1.3,False,2024-03-29,Tarjeta de crédito,Murcia,21.0,,4.8
467,46.0,,10.0,Mascotas,No binario,31.8,4.2,True,2024-02-27,Tarjeta de débito,Bilbao,7.0,True,
671,24.0,238.78,8.0,Deportes,Femenino,33.6,,False,2023-03-06,Tarjeta de crédito,,,True,2.1
54,21.0,61.81,7.0,Jardín,Masculino,5.0,7.5,False,2022-10-01,Efectivo,Palma,1.0,False,1.5
1052,73.0,485.48,7.0,Alimentos,Masculino,14.1,8.4,True,2023-04-28,Tarjeta de débito,Madrid,7.0,True,3.3
586,67.0,322.04,8.0,Hogar,No binario,44.2,8.4,False,2024-04-16,Tarjeta de crédito,Barcelona,9.0,False,4.9
626,21.0,55.44,7.0,Hogar,No binario,49.2,0.3,True,2022-01-20,PayPal,Murcia,10.0,True,3.3
482,56.0,482.19,,Hogar,Masculino,46.0,2.3,True,2024-03-01,Criptomoneda,Valencia,3.0,True,4.7
1069,61.0,42.41,9.0,Hogar,Masculino,14.5,7.1,True,2023-08-09,Contra reembolso,Murcia,4.0,True,2.8
629,84.0,3.47,10.0,Jardín,Masculino,,8.0,False,2023-11-09,Criptomoneda,Valencia,15.0,True,2.2
715,57.0,386.23,3.0,Belleza,Femenino,8.9,2.6,,2024-02-19,Tarjeta de crédito,Madrid,108.0,True,4.2
2,32.0,83.66,2.0,Alimentos,Masculino,27.1,8.7,True,2023-12-20,Tarjeta de crédito,Sevilla,17.0,True,3.6
917,78.0,486.67,2.0,Libros,Masculino,5.3,6.1,False,2023-12-12,Efectivo,,21.0,False,
349,33.0,64.91,3.0,Belleza,Femenino,2.4,5.5,True,2023-09-03,PayPal,Málaga,23.0,True,1.5
628,42.0,138.84,8.0,Hogar,No binario,1.8,6.9,True,2024-01-16,Criptomoneda,Murcia,9.0,False,1.3
1075,66.0,,10.0,Mascotas,No binario,12.1,6.7,False,2022-04-13,PayPal,Bilbao,30.0,True,2.6
1147,82.0,372.73,3.0,Belleza,Femenino,42.9,2.5,False,2023-06-07,Contra reembolso,Murcia,6.0,,2.2
313,75.0,258.77,9.0,Alimentos,Masculino,12.8,3.5,False,2022-03-30,Tarjeta de débito,Valencia,29.0,True,2.2
122,62.0,105.0,8.0,Juguetes,No binario,,4.7,False,2024-01-13,Efectivo,Madrid,11.0,True,4.6
559,44.0,3.77,3.0,Belleza,Femenino,30.9,8.8,True,2022-08-17,Tarjeta de crédito,Murcia,30.0,True,4.3
162,61.0,91.01,3.0,Deportes,,40.1,1.6,False,2023-07-18,Tarjeta de crédito,,20.0,False,1.5
313,75.0,258.77,9.0,Alimentos,Masculino,12.8,3.5,False,2022-03-30,Tarjeta de débito,Valencia,29.0,True,2.2
285,56.0,475.51,6.0,,Femenino,46.2,2.7,True,2023-10-08,Contra reembolso,Valencia,13.0,True,4.3
817,46.0,379.87,1.0,Libros,Femenino,14.2,0.8,False,2023-03-22,Transferencia,Murcia,30.0,True,4.8
1171,80.0,224.74,3.0,Hogar,No binario,39.3,6.7,True,2022-12-18,Efectivo,Palma,2.0,True,4.7
529,75.0,345.42,6.0,Belleza,No binario,33.0,8.4,True,2023-01-05,Efectivo,Barcelona,12.0,False,2.6
267,35.0,261.14,3.0,Hogar,No binario,37.0,3.5,False,2024-01-05,Tarjeta de crédito,Málaga,11.0,True,3.8
1172,63.0,16.44,10.0,Mascotas,Prefiero no decir,39.8,0.4,False,2022-08-22,PayPal,Madrid,13.0,True,
23,32.0,453.69,51.0,Libros,Prefiero no decir,24.3,2.8,True,2023-07-10,,Murcia,13.0,,3.4
30,81.0,349.27,2.0,Libros,No binario,22.9,4.9,False,2022-12-27,PayPal,Bilbao,28.0,False,4.5
1090,43.0,3501.2,8.0,Mascotas,Prefiero no decir,34.6,0.2,False,2022-01-10,Tarjeta de débito,Valencia,8.0,,4.0
378,49.0,281.53,3.0,Ropa,Femenino,5.8,5.0,True,2023-07-17,Criptomoneda,Barcelona,7.0,False,2.6
740,81.0,244.62,8.0,Juguetes,No binario,33.1,5.9,False,2023-06-17,Contra reembolso,Barcelona,23.0,True,4.3
264,49.0,415.5,7.0,Alimentos,Femenino,26.6,1.4,True,2022-06-07,Contra reembolso,Murcia,,False,3.6
601,67.0,412.15,4.0,Ropa,Prefiero no decir,31.1,5.2,True,2022-06-15,Tarjeta de débito,Bilbao,27.0,True,4.3
345,18.0,61.67,9.0,Jardín,Masculino,18.1,,True,2022-05-07,Contra reembolso,Barcelona,13.0,True,2.7
1037,70.0,472.5,9.0,Electrónica,Masculino,46.4,0.2,True,2022-01-13,PayPal,Barcelona,11.0,False,2.6
1178,76.0,57.17,3.0,Hogar,Prefiero no decir,,2.5,True,,Contra reembolso,Málaga,19.0,True,4.6
284,65.0,327.85,4.0,Ropa,No binario,24.7,2.3,,2023-04-07,Transferencia,Sevilla,5.0,False,4.6
229,84.0,437.01,3.0,Libros,Femenino,13.4,0.7,True,2022-02-14,PayPal,Murcia,27.0,True,1.1
795,55.0,427.62,7.0,Jardín,Femenino,32.3,7.8,True,2022-08-08,Efectivo,Bilbao,3.0,True,1.7
440,69.0,444.76,2.0,Deportes,Prefiero no decir,9.7,3.4,False,2022-11-09,Criptomoneda,Las Palmas,21.0,True,3.5
855,29.0,290.68,4.0,Jardín,Masculino,0.2,7.3,True,2022-08-26,Criptomoneda,Sevilla,24.0,True,1.7
748,27.0,274.52,2.0,Belleza,Femenino,38.4,5.6,True,2023-02-23,Tarjeta de débito,Valencia,4.0,True,2.6
508,36.0,433.46,3.0,Jardín,Masculino,,7.1,True,,Efectivo,Murcia,112.0,True,3.3
147,75.0,44.31,3.0,Jardín,Prefiero no decir,48.2,5.4,,2023-12-28,Efectivo,Madrid,17.0,True,4.9
48,53.0,79.87,6.0,Alimentos,Prefiero no decir,48.2,,False,2023-01-26,Transferencia,Bilbao,9.0,False,3.4
184,57.0,428.59,8.0,Jardín,Prefiero no decir,27.7,7.9,True,2023-11-11,Contra reembolso,Palma,18.0,False,2.2
1030,79.0,392.96,8.0,Belleza,Masculino,17.8,9.6,False,2022-05-04,Efectivo,Málaga,24.0,False,4.8
883,38.0,446.82,1.0,Jardín,Prefiero no decir,23.3,2.4,True,2024-01-14,Tarjeta de crédito,Madrid,15.0,False,1.3
589,,182.12,10.0,Alimentos,Masculino,35.1,6.7,True,2022-08-24,Contra reembolso,Málaga,15.0,False,1.5
413,81.0,207.77,2.0,Libros,Masculino,4.3,8.8,False,2023-08-03,Transferencia,Las Palmas,4.0,True,3.7
530,77.0,362.74,9.0,Alimentos,No binario,26.1,8.5,False,2023-02-02,,Palma,16.0,True,4.8
458,63.0,101.34,6.0,,Femenino,21.1,4.6,False,2022-03-19,Tarjeta de débito,Bilbao,5.0,True,2.3
568,70.0,153.29,2.0,Deportes,No binario,9.9,2.1,True,,Contra reembolso,,21.0,False,4.1
944,72.0,274.53,2.0,Hogar,Femenino,40.5,2.1,False,2022-11-20,,Sevilla,26.0,True,4.9
449,56.0,273.0,6.0,Electrónica,No binario,22.1,7.9,True,2024-04-26,Tarjeta de crédito,Bilbao,12.0,,2.8
293,24.0,238.88,10.0,,Prefiero no decir,32.5,1.1,False,2023-07-02,Criptomoneda,Zaragoza,25.0,True,3.3
892,80.0,428.24,7.0,Mascotas,No binario,30.5,6.0,False,2023-09-13,PayPal,Sevilla,5.0,True,
458,63.0,101.34,7.0,,Femenino,21.1,4.6,False,2022-03-19,Tarjeta de débito,Bilbao,5.0,True,2.3
287,43.0,373.08,4.0,Deportes,Prefiero no decir,36.5,3.9,False,2023-03-20,Tarjeta de crédito,Las Palmas,1.0,True,1.8
1166,54.0,326.41,4.0,Electrónica,Masculino,25.3,6.6,True,2023-08-09,Tarjeta de débito,Sevilla,23.0,,2.0
474,21.0,286.84,6.0,Deportes,Prefiero no decir,50.0,1.1,True,2023-07-07,PayPal,Madrid,4.0,False,1.9
327,72.0,140.99,2.0,Belleza,Masculino,26.1,4.7,False,2024-02-04,Efectivo,Bilbao,24.0,True,2.1
993,55.0,353.91,9.0,,No binario,7.6,2.1,False,2023-05-20,Efectivo,Sevilla,22.0,False,1.7
462,17.0,483.38,1.0,Belleza,Prefiero no decir,38.1,8.3,True,2022-02-01,Efectivo,Murcia,30.0,False,4.0
22,77.0,36.01,9.0,Belleza,Femenino,23.2,6.5,True,2023-05-31,Tarjeta de crédito,Las Palmas,10.0,False,2.0
579,,402.72,9.0,Alimentos,Femenino,30.0,8.1,True,2022-08-05,Tarjeta de débito,Las Palmas,9.0,True,2.5
120,83.0,491.84,7.0,Deportes,Masculino,6.3,2.6,True,2022-07-21,Contra reembolso,Barcelona,25.0,True,2.4
1,69.0,383.93,8.0,,Prefiero no decir,1.5,9.2,True,2022-11-03,Tarjeta de débito,Sevilla,24.0,False,3.6
342,29.0,34.46,10.0,Belleza,Femenino,28.3,1.9,False,2023-07-21,Efectivo,Madrid,8.0,,4.3
1121,42.0,320.66,10.0,Mascotas,Femenino,22.8,5.8,True,2022-09-24,Tarjeta de débito,Murcia,18.0,True,1.6
164,49.0,413.86,7.0,Belleza,No binario,,9.7,True,2022-03-16,Tarjeta de crédito,Sevilla,6.0,True,2.9
710,,387.6,1.0,Electrónica,No binario,17.0,4.0,,2023-01-26,Tarjeta de débito,Valencia,12.0,False,2.2
331,30.0,454.27,1.0,Electrónica,No binario,24.2,5.0,False,2023-07-13,Tarjeta de débito,Las Palmas,53.0,False,3.7
1065,42.0,330.09,2.0,Ropa,Prefiero no decir,29.6,4.2,True,2023-02-15,Criptomoneda,Las Palmas,30.0,False,3.8
145,69.0,,7.0,Jardín,,14.8,9.7,True,2022-12-05,Tarjeta de crédito,Palma,9.0,True,2.2
941,18.0,297.37,4.0,Mascotas,Prefiero no decir,26.8,8.0,False,2023-12-20,Efectivo,Valencia,6.0,True,1.7
88,29.0,228.36,7.0,Jardín,Prefiero no decir,1.9,4.4,,2023-12-14,Transferencia,Las Palmas,,True,3.3
8,70.0,37.29,2.0,Electrónica,Prefiero no decir,,3.0,False,2023-10-10,Tarjeta de crédito,Barcelona,24.0,True,1.2
387,60.0,156.63,7.0,Electrónica,Femenino,9.5,0.4,False,,,Palma,15.0,False,1.9
1159,113.0,394.76,6.0,Jardín,No binario,43.2,4.4,,2022-06-21,Efectivo,,7.0,False,4.6
502,49.0,105.6,3.0,Ropa,Masculino,47.4,4.9,False,,Tarjeta de débito,Zaragoza,6.0,False,1.7
242,38.0,28.83,1.0,Ropa,Masculino,1.9,1.2,True,2023-10-04,Transferencia,Madrid,7.0,True,2.1
472,34.0,440.76,6.0,Mascoeas,Prefiero no decir,34.9,,False,2022-09-24,,Bilbao,9.0,True,4.6
1103,76.0,202.52,8.0,Libros,Prefiero no decir,6.6,0.6,False,2022-09-14,Efectivo,Valencia,14.0,,
823,85.0,334.97,8.0,Libros,Femenino,19.1,4.2,True,2022-03-23,,Zaragoza,28.0,True,1.1
91,,18.45,6.0,Electrónica,No binario,34.5,1.3,False,2023-11-12,Criptomoneda,Barcelona,30.0,False,3.0
245,81.0,335.56,9.0,Electrónica,No binario,10.1,2.3,False,2023-11-18,Transferencia,Barcelona,6.0,False,2.1
132,18.0,255.08,1.0,Jardín,No binario,29.2,7.6,True,2023-06-11,Contra reembolso,Zaragoza,16.0,False,4.8
518,71.0,,4.0,Belleza,,7.0,10.0,True,2023-05-15,Tarjeta de crédito,Bilbao,16.0,False,2.5
446,70.0,197.79,7.0,Juguetes,No binario,18.0,6.6,False,2023-09-14,Tarjeta de crédito,Valencia,10.0,True,2.5
1149,20.0,263.12,8.0,Hogar,No binario,20.1,1.7,True,,Tarjeta de débito,Barcelona,25.0,False,2.7
680,,161.24,10.0,Ropa,No binario,14.3,6.7,True,2022-02-09,Tarjeta de débito,Madrid,10.0,True,3.8
699,81.0,248.97,10.0,Mascotas,,48.7,2.3,False,2023-03-07,Criptomoneda,Málaga,,True,1.3
934,18.0,94.9,,Belleza,Femenino,9.0,,True,2022-09-22,Efectivo,Murcia,21.0,True,2.5
757,82.0,291.26,4.0,,Femenino,46.5,0.4,True,2023-07-03,Efectivo,Palma,28.0,True,1.3
346,51.0,195.0,5.0,Jardín,No binario,20.3,1.9,True,2022-02-12,Transferencia,Bilbao,8.0,True,1.8
170,41.0,375.67,3.0,Electrónica,No binario,42.7,0.6,,2022-07-08,Tarjeta de débito,Barcelona,6.0,False,2.8
499,75.0,296.42,7.0,Libros,Femenino,26.3,4.1,False,2023-12-02,Tarjeta de débito,Valencia,24.0,True,3.7
935,64.0,188.62,9.0,Deportes,No binario,5.0,6.7,False,2022-03-11,Contra reembolso,Sevilla,7.0,True,4.8
266,84.0,288.03,9.0,Libros,No binario,49.1,,True,2023-04-16,Tarjeta de crédito,Las Palmas,8.0,True,4.5
841,19.0,243.04,2.0,Jardín,Masculino,35.3,,True,2023-03-26,Criptomoneda,Barcelona,,True,2.2
92,40.0,37.28,2.0,Jardín,No binario,17.1,7.6,True,2022-02-18,Tarjeta de crédito,Valencia,21.0,True,2.7
491,20.0,2974.06,7.0,Juguetes,Femenino,31.6,8.3,,2023-02-11,Transferencia,Valencia,29.0,False,3.3
366,40.0,64.68,10.0,,Femenino,11.1,4.5,True,2022-07-08,Tarjeta de crédito,Málaga,12.0,,1.7
76,18.0,394.21,,Alimentos,No binario,32.5,2.4,True,2024-01-28,Transferencia,Zaragoza,,False,2.5
257,23.0,3.75,4.0,Alimentos,Femenino,9.7,0.6,False,2024-03-04,Tarjeta de crédito,Málaga,12.0,True,1.0
26,64.0,208.49,9.0,,Prefiero no decir,44.9,10.0,True,2022-11-27,Efectivo,Murcia,10.0,True,3.6
501,62.0,146.46,8.0,Belleza,No binario,29.1,9.3,True,2024-02-15,Contra reembolso,Las Palmas,5.0,True,3.9
13,81.0,453.6,6.0,Deportes,Prefiero no decir,45.2,0.4,True,2024-01-02,Contra reembolso,Las Palmas,7.0,True,
797,80.0,480.51,5.0,Hogar,,2.1,3.3,True,2023-02-15,Criptomoneda,Málaga,116.0,True,4.6
438,29.0,478.18,10.0,Deportes,Prefiero no decir,15.8,7.7,True,,Criptomoneda,Palma,29.0,,4.5
409,38.0,324.68,7.0,Belleza,Femenino,22.2,2.5,False,2022-11-10,Tarjeta de débito,Las Palmas,27.0,True,1.3
320,25.0,0.66,4.0,,Masculino,7.1,8.1,True,2023-11-08,Criptomoneda,Las Palmas,16.0,,2.9
370,,75.36,3.0,Juguetes,Femenino,8.5,8.4,True,2022-07-18,PayPal,Valencia,27.0,False,3.2
140,68.0,216.61,3.0,Ropa,Femenino,43.3,1.0,True,2022-05-14,Contra reembolso,Valencia,,True,1.9
1006,21.0,433.32,10.0,Deportes,Femenino,3.8,7.8,False,2023-05-18,Transferencia,Palma,13.0,,2.7
712,26.0,488.13,8.0,Mascotas,Masculino,14.3,5.0,True,2023-08-27,Tarjeta de crédito,Madrid,2.0,False,4.0
1115,60.0,133.06,7.0,Deportes,Prefiero no decir,40.1,1.4,True,2023-05-03,Tarjeta de crédito,Bilbao,104.0,False,4.2
1024,29.0,179.71,10.0,Libros,Femenino,24.1,2.5,True,2022-12-22,Tarjeta de débito,Zaragoza,7.0,False,3.2
1106,76.0,337.87,1.0,Belleza,No binario,36.1,0.0,True,2022-02-18,Contra reembolso,Madrid,,True,1.7
22,77.0,36.01,10.0,Belleza,Femenino,23.2,6.5,True,2023-05-31,Tarjeta de crédito,Las Palmas,10.0,False,2.0
358,74.0,184.15,10.0,Deportes,Prefiero no decir,19.2,8.2,True,2024-01-14,Criptomoneda,Sevilla,16.0,False,4.5
592,34.0,444.89,3.0,Deportes,No binario,13.1,8.4,False,2022-12-05,Contra reembolso,Valencia,19.0,,1.2
1042,,212.08,4.0,Belleza,Femenino,26.6,8.3,True,2022-04-14,PayPal,Palma,1.0,False,2.4
759,34.0,406.51,1.0,Deportes,Masculino,3.5,6.6,False,2023-08-02,Transferencia,Murcia,28.0,True,2.2
1057,43.0,,10.0,Alimentos,No binario,7.9,4.8,False,2023-05-26,Tarjeta de crédito,Sevilla,30.0,False,4.2
531,67.0,347.8,6.0,Juguetes,Prefiero no decir,1.2,7.7,True,2023-04-26,Contra reembolso,Zaragoza,15.0,False,2.7
1141,33.0,403.52,7.0,Juguetes,Prefiero no decir,45.1,6.9,False,2022-06-28,Efectivo,Barcelona,15.0,True,1.4
1113,20.0,457.7,6.0,Hogar,Prefiero no decir,18.4,3.3,True,2024-04-13,Criptomoneda,Valencia,29.0,False,1.5
563,38.0,405.08,3.0,Libros,Femenino,43.7,5.6,False,2024-04-16,Efectivo,Bilbao,3.0,True,1.0
8,70.0,39.13,2.0,Electrónica,Prefiero no decir,,3.0,False,2023-10-10,Tarjeta de crédito,Barcelona,24.0,True,1.2
709,79.0,388.13,9.0,Mascotas,Prefiero no decir,21.9,2.9,False,2024-02-27,Contra reembolso,Madrid,12.0,False,3.8
770,51.0,35.79,6.0,Deportes,Femenino,13.2,2.3,,2023-07-25,PayPal,Barcelona,,True,1.3
739,,127.07,41.0,Hogar,Prefiero no decir,26.5,3.6,True,2022-05-01,Criptomoneda,,23.0,False,1.5
